epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,train/logit_scale,train/loss_epoch,train/loss_step,val/imagenet/top1,val/imagenet/top5
0,,,1199,15.013174057006836,,6.338927745819092,,
,0.000125,0.000125,1249,,,,,
0,,,1249,15.089613914489746,,6.330809116363525,,
,0.00013000000000000002,0.00013000000000000002,1299,,,,,
0,,,1299,15.173827171325684,,6.3086018562316895,,
,0.000135,0.000135,1349,,,,,
0,,,1349,15.263216018676758,,6.202901840209961,,
,0.00014000000000000001,0.00014000000000000001,1399,,,,,
0,,,1399,15.356060028076172,,6.167518615722656,,
,0.000145,0.000145,1449,,,,,
0,,,1449,15.444581985473633,,6.157843112945557,,
,0.00015,0.00015,1499,,,,,
0,,,1499,15.549033164978027,,6.085400581359863,,
,0.000155,0.000155,1549,,,,,
0,,,1549,15.65632152557373,,6.071483612060547,,
,0.00016,0.00016,1599,,,,,
0,,,1599,15.765886306762695,,6.012388229370117,,
,0.000165,0.000165,1649,,,,,
0,,,1649,15.881877899169922,,6.010437488555908,,
,0.00017,0.00017,1699,,,,,
0,,,1699,15.9979248046875,,5.980233192443848,,
,0.000175,0.000175,1749,,,,,
0,,,1749,16.119543075561523,,5.973669052124023,,
,0.00017999999999999998,0.00017999999999999998,1799,,,,,
0,,,1799,16.253448486328125,,5.854803085327148,,
,0.000185,0.000185,1849,,,,,
0,,,1849,16.386682510375977,,5.837013244628906,,
,0.00019,0.00019,1899,,,,,
0,,,1899,16.531719207763672,,5.837752342224121,,
,0.00019500000000000002,0.00019500000000000002,1949,,,,,
0,,,1949,16.676916122436523,,5.778223991394043,,
,0.0002,0.0002,1999,,,,,
0,,,1999,16.825010299682617,,5.723969459533691,,
,0.000205,0.000205,2049,,,,,
0,,,2049,16.973731994628906,,5.707244396209717,,
,0.00021,0.00021,2099,,,,,
0,,,2099,17.133617401123047,,5.605497360229492,,
,0.000215,0.000215,2149,,,,,
0,,,2149,17.29805564880371,,5.620495796203613,,
,0.00022,0.00022,2199,,,,,
0,,,2199,17.466838836669922,,5.598843097686768,,
,0.00022500000000000002,0.00022500000000000002,2249,,,,,
0,,,2249,17.639965057373047,,5.570411205291748,,
,0.00023,0.00023,2299,,,,,
0,,,2299,17.814144134521484,,5.563564300537109,,
,0.000235,0.000235,2349,,,,,
0,,,2349,18.002365112304688,,5.4962077140808105,,
,0.00024,0.00024,2399,,,,,
0,,,2399,18.187297821044922,,5.476114273071289,,
,0.000245,0.000245,2449,,,,,
0,,,2449,18.381772994995117,,5.467183589935303,,
,0.00025,0.00025,2499,,,,,
0,,,2499,18.58359718322754,,5.319782257080078,,
,0.000255,0.000255,2549,,,,,
0,,,2549,18.789085388183594,,5.39973258972168,,
,0.00026000000000000003,0.00026000000000000003,2599,,,,,
0,,,2599,19.002477645874023,,5.393865585327148,,
,0.00026500000000000004,0.00026500000000000004,2649,,,,,
0,,,2649,19.21811294555664,,5.306609153747559,,
,0.00027,0.00027,2699,,,,,
0,,,2699,19.444019317626953,,5.275197982788086,,
,0.000275,0.000275,2749,,,,,
0,,,2749,19.672578811645508,,5.233259201049805,,
,0.00028000000000000003,0.00028000000000000003,2799,,,,,
0,,,2799,19.899398803710938,,5.187935829162598,,
,0.000285,0.000285,2849,,,,,
0,,,2849,20.131322860717773,,5.193892955780029,,
,0.00029,0.00029,2899,,,,,
0,,,2899,20.37188720703125,,5.185454845428467,,
,0.000295,0.000295,2949,,,,,
0,,,2949,20.60337257385254,,5.161104202270508,,
,0.0003,0.0003,2999,,,,,
0,,,2999,20.866716384887695,,5.090865135192871,,
,0.000305,0.000305,3049,,,,,
0,,,3049,21.119457244873047,,5.143214225769043,,
,0.00031,0.00031,3099,,,,,
0,,,3099,21.36612892150879,,5.04843807220459,,
,0.000315,0.000315,3149,,,,,
0,,,3149,21.645248413085938,,5.0392069816589355,,
,0.00032,0.00032,3199,,,,,
0,,,3199,21.905210494995117,,4.9841156005859375,,
,0.00032500000000000004,0.00032500000000000004,3249,,,,,
0,,,3249,22.172792434692383,,4.889947891235352,,
,0.00033,0.00033,3299,,,,,
0,,,3299,22.43572998046875,,4.876880645751953,,
,0.000335,0.000335,3349,,,,,
0,,,3349,22.70459747314453,,4.929145336151123,,
0,,,3386,,,,0.05084000155329704,0.14639998972415924
0,,,3386,,6.161057949066162,,,
,0.00034,0.00034,3399,,,,,
1,,,3399,23.004362106323242,,4.848947525024414,,
,0.000345,0.000345,3449,,,,,
1,,,3449,23.292566299438477,,4.83454704284668,,
,0.00035,0.00035,3499,,,,,
1,,,3499,23.58095359802246,,4.802574157714844,,
,0.000355,0.000355,3549,,,,,
1,,,3549,23.88872528076172,,4.740050315856934,,
,0.00035999999999999997,0.00035999999999999997,3599,,,,,
1,,,3599,24.186176300048828,,4.8087849617004395,,
,0.000365,0.000365,3649,,,,,
1,,,3649,24.484886169433594,,4.703220844268799,,
,0.00037,0.00037,3699,,,,,
1,,,3699,24.755373001098633,,4.6645827293396,,
,0.000375,0.000375,3749,,,,,
1,,,3749,25.071849822998047,,4.704682350158691,,
,0.00038,0.00038,3799,,,,,
1,,,3799,25.375276565551758,,4.587455749511719,,
,0.00038500000000000003,0.00038500000000000003,3849,,,,,
1,,,3849,25.664430618286133,,4.530686378479004,,
,0.00039000000000000005,0.00039000000000000005,3899,,,,,
1,,,3899,25.950763702392578,,4.538652420043945,,
,0.000395,0.000395,3949,,,,,
1,,,3949,26.26087760925293,,4.577234745025635,,
,0.0004,0.0004,3999,,,,,
1,,,3999,26.554378509521484,,4.510207176208496,,
,0.00040500000000000003,0.00040500000000000003,4049,,,,,
1,,,4049,26.839048385620117,,4.509976863861084,,
,0.00041,0.00041,4099,,,,,
1,,,4099,27.132930755615234,,4.46339750289917,,
,0.000415,0.000415,4149,,,,,
1,,,4149,27.42238426208496,,4.4072160720825195,,
,0.00042,0.00042,4199,,,,,
1,,,4199,27.691164016723633,,4.420145034790039,,
,0.000425,0.000425,4249,,,,,
1,,,4249,28.00575828552246,,4.3008623123168945,,
,0.00043,0.00043,4299,,,,,
1,,,4299,28.27462387084961,,4.409517288208008,,
,0.000435,0.000435,4349,,,,,
1,,,4349,28.49979591369629,,4.321547031402588,,
,0.00044,0.00044,4399,,,,,
1,,,4399,28.745868682861328,,4.353778839111328,,
,0.00044500000000000003,0.00044500000000000003,4449,,,,,
1,,,4449,28.95555305480957,,4.217974662780762,,
,0.00045000000000000004,0.00045000000000000004,4499,,,,,
1,,,4499,29.264724731445312,,4.249274253845215,,
,0.000455,0.000455,4549,,,,,
1,,,4549,29.556598663330078,,4.307690620422363,,
,0.00046,0.00046,4599,,,,,
1,,,4599,29.82061004638672,,4.233169078826904,,
,0.000465,0.000465,4649,,,,,
1,,,4649,30.042919158935547,,4.185156345367432,,
,0.00047,0.00047,4699,,,,,
1,,,4699,30.281147003173828,,4.168464660644531,,
,0.000475,0.000475,4749,,,,,
1,,,4749,30.510395050048828,,4.124423980712891,,
,0.00048,0.00048,4799,,,,,
1,,,4799,30.746414184570312,,4.179942607879639,,
,0.00048499999999999997,0.00048499999999999997,4849,,,,,
1,,,4849,30.970298767089844,,4.1517510414123535,,
,0.00049,0.00049,4899,,,,,
1,,,4899,31.16307258605957,,4.075277805328369,,
,0.000495,0.000495,4949,,,,,
1,,,4949,31.341882705688477,,4.064919471740723,,
,0.0005,0.0005,4999,,,,,
1,,,4999,31.565214157104492,,4.063241958618164,,
,0.000505,0.000505,5049,,,,,
1,,,5049,31.806875228881836,,4.026347637176514,,
,0.00051,0.00051,5099,,,,,
1,,,5099,31.999984741210938,,4.05186653137207,,
,0.000515,0.000515,5149,,,,,
1,,,5149,32.24820327758789,,3.9590680599212646,,
,0.0005200000000000001,0.0005200000000000001,5199,,,,,
1,,,5199,32.505714416503906,,3.9400136470794678,,
,0.0005250000000000001,0.0005250000000000001,5249,,,,,
1,,,5249,32.73392105102539,,3.9542315006256104,,
,0.0005300000000000001,0.0005300000000000001,5299,,,,,
1,,,5299,32.885536193847656,,3.9250051975250244,,
,0.000535,0.000535,5349,,,,,
1,,,5349,33.121734619140625,,3.9500374794006348,,
,0.00054,0.00054,5399,,,,,
1,,,5399,33.2930908203125,,3.864318609237671,,
,0.000545,0.000545,5449,,,,,
1,,,5449,33.49097442626953,,3.8519949913024902,,
,0.00055,0.00055,5499,,,,,
1,,,5499,33.67506790161133,,3.850931167602539,,
,0.000555,0.000555,5549,,,,,
1,,,5549,33.81647872924805,,3.8794784545898438,,
,0.0005600000000000001,0.0005600000000000001,5599,,,,,
1,,,5599,34.02492904663086,,3.8367466926574707,,
,0.000565,0.000565,5649,,,,,
1,,,5649,34.23276901245117,,3.8169755935668945,,
,0.00057,0.00057,5699,,,,,
1,,,5699,34.41495132446289,,3.7356772422790527,,
,0.000575,0.000575,5749,,,,,
1,,,5749,34.526737213134766,,3.8156898021698,,
,0.00058,0.00058,5799,,,,,
1,,,5799,34.69666290283203,,3.75311541557312,,
,0.000585,0.000585,5849,,,,,
1,,,5849,34.90392303466797,,3.7134294509887695,,
,0.00059,0.00059,5899,,,,,
1,,,5899,35.03939437866211,,3.6987075805664062,,
,0.0005949999999999999,0.0005949999999999999,5949,,,,,
1,,,5949,35.202091217041016,,3.737630844116211,,
,0.0006,0.0006,5999,,,,,
1,,,5999,35.3094482421875,,3.7208428382873535,,
,0.000605,0.000605,6049,,,,,
1,,,6049,35.4524040222168,,3.715909481048584,,
,0.00061,0.00061,6099,,,,,
1,,,6099,35.58927536010742,,3.743316173553467,,
,0.000615,0.000615,6149,,,,,
1,,,6149,35.698402404785156,,3.6890790462493896,,
,0.00062,0.00062,6199,,,,,
1,,,6199,35.84385299682617,,3.6241650581359863,,
,0.000625,0.000625,6249,,,,,
1,,,6249,35.99323272705078,,3.6528477668762207,,
,0.00063,0.00063,6299,,,,,
1,,,6299,36.11322784423828,,3.6793737411499023,,
,0.000635,0.000635,6349,,,,,
1,,,6349,36.27574157714844,,3.579066514968872,,
,0.00064,0.00064,6399,,,,,
1,,,6399,36.478424072265625,,3.619558334350586,,
,0.0006450000000000001,0.0006450000000000001,6449,,,,,
1,,,6449,36.573978424072266,,3.6005654335021973,,
,0.0006500000000000001,0.0006500000000000001,6499,,,,,
1,,,6499,36.75014877319336,,3.59793758392334,,
,0.0006550000000000001,0.0006550000000000001,6549,,,,,
1,,,6549,36.83226013183594,,3.4916417598724365,,
,0.00066,0.00066,6599,,,,,
1,,,6599,36.93620300292969,,3.453113317489624,,
,0.000665,0.000665,6649,,,,,
1,,,6649,37.015647888183594,,3.4600515365600586,,
,0.00067,0.00067,6699,,,,,
1,,,6699,37.1646614074707,,3.4685821533203125,,
,0.000675,0.000675,6749,,,,,
1,,,6749,37.28263473510742,,3.5181074142456055,,
1,,,6773,,,,0.11069999635219574,0.26743999123573303
1,,,6773,,4.072368144989014,,,
,0.00068,0.00068,6799,,,,,
2,,,6799,37.38363265991211,,3.4596846103668213,,
,0.0006850000000000001,0.0006850000000000001,6849,,,,,
2,,,6849,37.42555618286133,,3.545870304107666,,
,0.00069,0.00069,6899,,,,,
2,,,6899,37.524044036865234,,3.4529757499694824,,
,0.000695,0.000695,6949,,,,,
2,,,6949,37.66310501098633,,3.502084732055664,,
,0.0007,0.0007,6999,,,,,
2,,,6999,37.782066345214844,,3.473306655883789,,
,0.000705,0.000705,7049,,,,,
2,,,7049,37.853355407714844,,3.356504440307617,,
,0.00071,0.00071,7099,,,,,
2,,,7099,37.98134994506836,,3.431732177734375,,
,0.000715,0.000715,7149,,,,,
2,,,7149,38.0101203918457,,3.487255096435547,,
,0.0007199999999999999,0.0007199999999999999,7199,,,,,
2,,,7199,38.0873908996582,,3.376514196395874,,
,0.000725,0.000725,7249,,,,,
2,,,7249,38.22771072387695,,3.3918495178222656,,
,0.00073,0.00073,7299,,,,,
2,,,7299,38.27922821044922,,3.3048179149627686,,
,0.000735,0.000735,7349,,,,,
2,,,7349,38.344970703125,,3.3397886753082275,,
,0.00074,0.00074,7399,,,,,
2,,,7399,38.532814025878906,,3.4255988597869873,,
,0.000745,0.000745,7449,,,,,
2,,,7449,38.612510681152344,,3.363410711288452,,
,0.00075,0.00075,7499,,,,,
2,,,7499,38.67970657348633,,3.380141496658325,,
,0.000755,0.000755,7549,,,,,
2,,,7549,38.77891540527344,,3.3995509147644043,,
,0.00076,0.00076,7599,,,,,
2,,,7599,38.815128326416016,,3.2318413257598877,,
,0.0007650000000000001,0.0007650000000000001,7649,,,,,
2,,,7649,38.887176513671875,,3.289564609527588,,
,0.0007700000000000001,0.0007700000000000001,7699,,,,,
2,,,7699,38.99372100830078,,3.3579330444335938,,
,0.0007750000000000001,0.0007750000000000001,7749,,,,,
2,,,7749,39.04718780517578,,3.2145800590515137,,
,0.0007800000000000001,0.0007800000000000001,7799,,,,,
2,,,7799,39.10808181762695,,3.301192283630371,,
,0.000785,0.000785,7849,,,,,
2,,,7849,39.226844787597656,,3.2837324142456055,,
,0.00079,0.00079,7899,,,,,
2,,,7899,39.312137603759766,,3.325347423553467,,
,0.000795,0.000795,7949,,,,,
2,,,7949,39.396751403808594,,3.3043460845947266,,
,0.0008,0.0008,7999,,,,,
2,,,7999,39.513065338134766,,3.2589917182922363,,
,0.000805,0.000805,8049,,,,,
2,,,8049,39.583003997802734,,3.21820068359375,,
,0.0008100000000000001,0.0008100000000000001,8099,,,,,
2,,,8099,39.64034652709961,,3.2185728549957275,,
,0.000815,0.000815,8149,,,,,
2,,,8149,39.72096252441406,,3.2628233432769775,,
,0.00082,0.00082,8199,,,,,
2,,,8199,39.765933990478516,,3.208780288696289,,
,0.000825,0.000825,8249,,,,,
2,,,8249,39.84563064575195,,3.223513603210449,,
,0.00083,0.00083,8299,,,,,
2,,,8299,39.957244873046875,,3.1832690238952637,,
,0.000835,0.000835,8349,,,,,
2,,,8349,39.97652816772461,,3.2067179679870605,,
,0.00084,0.00084,8399,,,,,
2,,,8399,40.098140716552734,,3.097202777862549,,
,0.0008449999999999999,0.0008449999999999999,8449,,,,,
2,,,8449,40.199058532714844,,3.185201644897461,,
,0.00085,0.00085,8499,,,,,
2,,,8499,40.270870208740234,,3.2706990242004395,,
,0.000855,0.000855,8549,,,,,
2,,,8549,40.36871337890625,,3.1914076805114746,,
,0.00086,0.00086,8599,,,,,
2,,,8599,40.407649993896484,,3.089608669281006,,
,0.000865,0.000865,8649,,,,,
2,,,8649,40.527523040771484,,3.1109695434570312,,
,0.00087,0.00087,8699,,,,,
2,,,8699,40.564064025878906,,3.1739861965179443,,
,0.000875,0.000875,8749,,,,,
2,,,8749,40.64976501464844,,3.1060256958007812,,
,0.00088,0.00088,8799,,,,,
2,,,8799,40.6392936706543,,3.1568479537963867,,
,0.000885,0.000885,8849,,,,,
2,,,8849,40.79030227661133,,3.1171350479125977,,
,0.0008900000000000001,0.0008900000000000001,8899,,,,,
2,,,8899,40.78277587890625,,3.0979185104370117,,
,0.0008950000000000001,0.0008950000000000001,8949,,,,,
2,,,8949,40.9149055480957,,3.088141441345215,,
,0.0009000000000000001,0.0009000000000000001,8999,,,,,
2,,,8999,40.87997817993164,,3.0664472579956055,,
,0.0009050000000000001,0.0009050000000000001,9049,,,,,
2,,,9049,41.01388168334961,,3.0256593227386475,,
,0.00091,0.00091,9099,,,,,
2,,,9099,41.11587905883789,,3.1470513343811035,,
,0.000915,0.000915,9149,,,,,
2,,,9149,41.08685302734375,,3.0065314769744873,,
,0.00092,0.00092,9199,,,,,
2,,,9199,41.183929443359375,,3.046276092529297,,
,0.000925,0.000925,9249,,,,,
2,,,9249,41.22901153564453,,3.0464072227478027,,
,0.00093,0.00093,9299,,,,,
2,,,9299,41.198707580566406,,3.056178092956543,,
,0.0009350000000000001,0.0009350000000000001,9349,,,,,
2,,,9349,41.29083251953125,,2.9973020553588867,,
,0.00094,0.00094,9399,,,,,
2,,,9399,41.391502380371094,,2.998427152633667,,
,0.000945,0.000945,9449,,,,,
2,,,9449,41.42543411254883,,2.986971616744995,,
,0.00095,0.00095,9499,,,,,
2,,,9499,41.492740631103516,,3.067330837249756,,
,0.000955,0.000955,9549,,,,,
2,,,9549,41.480552673339844,,2.9495811462402344,,
,0.00096,0.00096,9599,,,,,
2,,,9599,41.52884292602539,,2.9914002418518066,,
,0.000965,0.000965,9649,,,,,
2,,,9649,41.61448669433594,,2.950943946838379,,
,0.0009699999999999999,0.0009699999999999999,9699,,,,,
2,,,9699,41.709110260009766,,2.9605700969696045,,
,0.000975,0.000975,9749,,,,,
2,,,9749,41.84257507324219,,2.8816981315612793,,
,0.00098,0.00098,9799,,,,,
2,,,9799,41.87822341918945,,2.9698917865753174,,
,0.000985,0.000985,9849,,,,,
2,,,9849,41.802181243896484,,3.039000988006592,,
,0.00099,0.00099,9899,,,,,
2,,,9899,41.86625671386719,,2.927855968475342,,
,0.000995,0.000995,9949,,,,,
2,,,9949,41.90966033935547,,2.9375877380371094,,
,0.001,0.001,9999,,,,,
2,,,9999,42.00059509277344,,2.9117469787597656,,
,0.0009999993879556768,0.0009999993879556768,10049,,,,,
2,,,10049,42.056968688964844,,2.995354652404785,,
,0.0009999975016065643,0.0009999975016065643,10099,,,,,
2,,,10099,42.097869873046875,,2.9569602012634277,,
,0.0009999943407025583,0.0009999943407025583,10149,,,,,
2,,,10149,42.1385498046875,,2.9716744422912598,,
2,,,10160,,,,0.15432000160217285,0.3429799973964691
2,,,10160,,3.1867525577545166,,,
,0.0009999899052517164,0.0009999899052517164,10199,,,,,
3,,,10199,42.2037239074707,,2.9497292041778564,,
,0.0009999841952653458,0.0009999841952653458,10249,,,,,
3,,,10249,42.263946533203125,,2.826249837875366,,
,0.0009999772107580009,0.0009999772107580009,10299,,,,,
3,,,10299,42.33135223388672,,2.88171124458313,,
,0.0009999689517474868,0.0009999689517474868,10349,,,,,
3,,,10349,42.333038330078125,,2.91732120513916,,
,0.0009999594182548567,0.0009999594182548567,10399,,,,,
3,,,10399,42.44149398803711,,2.9300479888916016,,
,0.0009999486103044121,0.0009999486103044121,10449,,,,,
3,,,10449,42.50176239013672,,2.9167890548706055,,
,0.0009999365279237042,0.0009999365279237042,10499,,,,,
3,,,10499,42.604209899902344,,2.963602066040039,,
,0.0009999231711435325,0.0009999231711435325,10549,,,,,
3,,,10549,42.69070053100586,,2.90431547164917,,
,0.000999908539997945,0.000999908539997945,10599,,,,,
3,,,10599,42.737667083740234,,2.922847270965576,,
,0.0009998926345242383,0.0009998926345242383,10649,,,,,
3,,,10649,42.82817459106445,,2.8368496894836426,,
,0.0009998754547629574,0.0009998754547629574,10699,,,,,
3,,,10699,42.86414337158203,,2.8898863792419434,,
,0.0009998570007578955,0.0009998570007578955,10749,,,,,
3,,,10749,42.924503326416016,,2.84006404876709,,
,0.0009998372725560942,0.0009998372725560942,10799,,,,,
3,,,10799,43.12870788574219,,2.8392114639282227,,
,0.000999816270207843,0.000999816270207843,10849,,,,,
3,,,10849,43.111209869384766,,2.866229295730591,,
,0.0009997939937666797,0.0009997939937666797,10899,,,,,
3,,,10899,43.151126861572266,,2.857799530029297,,
,0.0009997704432893897,0.0009997704432893897,10949,,,,,
3,,,10949,43.20875549316406,,2.8467109203338623,,
,0.0009997456188360057,0.0009997456188360057,10999,,,,,
3,,,10999,43.30192565917969,,2.771012544631958,,
,0.0009997195204698084,0.0009997195204698084,11049,,,,,
3,,,11049,43.37557601928711,,2.7770180702209473,,
,0.0009996921482573258,0.0009996921482573258,11099,,,,,
3,,,11099,43.40365982055664,,2.821307897567749,,
,0.000999663502268333,0.000999663502268333,11149,,,,,
3,,,11149,43.4954833984375,,2.8411762714385986,,
,0.0009996335825758526,0.0009996335825758526,11199,,,,,
3,,,11199,43.50956726074219,,2.7595996856689453,,
,0.0009996023892561525,0.0009996023892561525,11249,,,,,
3,,,11249,43.610870361328125,,2.7548270225524902,,
,0.0009995699223887494,0.0009995699223887494,11299,,,,,
3,,,11299,43.67235565185547,,2.790457010269165,,
,0.0009995361820564045,0.0009995361820564045,11349,,,,,
3,,,11349,43.67957305908203,,2.7675039768218994,,
,0.0009995011683451265,0.0009995011683451265,11399,,,,,
3,,,11399,43.751434326171875,,2.7280008792877197,,
,0.0009994648813441696,0.0009994648813441696,11449,,,,,
3,,,11449,43.779117584228516,,2.756941795349121,,
,0.0009994273211460336,0.0009994273211460336,11499,,,,,
3,,,11499,43.91382598876953,,2.7305169105529785,,
,0.0009993884878464643,0.0009993884878464643,11549,,,,,
3,,,11549,43.98396301269531,,2.7633538246154785,,
,0.0009993483815444524,0.0009993483815444524,11599,,,,,
3,,,11599,43.97905731201172,,2.7498483657836914,,
,0.0009993070023422337,0.0009993070023422337,11649,,,,,
3,,,11649,44.121009826660156,,2.7217953205108643,,
,0.0009992643503452892,0.0009992643503452892,11699,,,,,
3,,,11699,44.1783332824707,,2.6941800117492676,,
,0.0009992204256623436,0.0009992204256623436,11749,,,,,
3,,,11749,44.232643127441406,,2.7523810863494873,,
,0.0009991752284053666,0.0009991752284053666,11799,,,,,
3,,,11799,44.35019302368164,,2.674847364425659,,
,0.0009991287586895714,0.0009991287586895714,11849,,,,,
3,,,11849,44.42056655883789,,2.698120594024658,,
,0.000999081016633415,0.000999081016633415,11899,,,,,
3,,,11899,44.417877197265625,,2.6693193912506104,,
,0.0009990320023585979,0.0009990320023585979,11949,,,,,
3,,,11949,44.492820739746094,,2.660792589187622,,
,0.0009989817159900634,0.0009989817159900634,11999,,,,,
3,,,11999,44.60383224487305,,2.6670141220092773,,
,0.0009989301576559975,0.0009989301576559975,12049,,,,,
3,,,12049,44.65023422241211,,2.6355197429656982,,
,0.000998877327487829,0.000998877327487829,12099,,,,,
3,,,12099,44.78425979614258,,2.663447141647339,,
,0.0009988232256202283,0.0009988232256202283,12149,,,,,
3,,,12149,44.77083206176758,,2.689362049102783,,
,0.0009987678521911076,0.0009987678521911076,12199,,,,,
3,,,12199,44.84501266479492,,2.6255316734313965,,
,0.0009987112073416207,0.0009987112073416207,12249,,,,,
3,,,12249,44.9367561340332,,2.642017364501953,,
,0.000998653291216162,0.000998653291216162,12299,,,,,
3,,,12299,45.05652618408203,,2.744124412536621,,
,0.0009985941039623674,0.0009985941039623674,12349,,,,,
3,,,12349,45.1595344543457,,2.6981403827667236,,
,0.0009985336457311118,0.0009985336457311118,12399,,,,,
3,,,12399,45.13966369628906,,2.641892671585083,,
,0.0009984719166765109,0.0009984719166765109,12449,,,,,
3,,,12449,45.22462463378906,,2.6288821697235107,,
,0.0009984089169559197,0.0009984089169559197,12499,,,,,
3,,,12499,45.24744415283203,,2.6211013793945312,,
,0.0009983446467299322,0.0009983446467299322,12549,,,,,
3,,,12549,45.258609771728516,,2.596386671066284,,
,0.0009982791061623809,0.0009982791061623809,12599,,,,,
3,,,12599,45.41167449951172,,2.6068878173828125,,
,0.000998212295420337,0.000998212295420337,12649,,,,,
3,,,12649,45.47344970703125,,2.590873956680298,,
,0.000998144214674109,0.000998144214674109,12699,,,,,
3,,,12699,45.490386962890625,,2.611558675765991,,
,0.0009980748640972432,0.0009980748640972432,12749,,,,,
3,,,12749,45.643062591552734,,2.5544652938842773,,
,0.0009980042438665227,0.0009980042438665227,12799,,,,,
3,,,12799,45.61496353149414,,2.6334550380706787,,
,0.000997932354161967,0.000997932354161967,12849,,,,,
3,,,12849,45.68198013305664,,2.6370480060577393,,
,0.0009978591951668322,0.0009978591951668322,12899,,,,,
3,,,12899,45.728912353515625,,2.582136631011963,,
,0.000997784767067609,0.000997784767067609,12949,,,,,
3,,,12949,45.80646514892578,,2.5565521717071533,,
,0.000997709070054024,0.000997709070054024,12999,,,,,
3,,,12999,45.86639404296875,,2.5849618911743164,,
,0.0009976321043190385,0.0009976321043190385,13049,,,,,
3,,,13049,45.81650161743164,,2.555332899093628,,
,0.0009975538700588468,0.0009975538700588468,13099,,,,,
3,,,13099,45.933128356933594,,2.6026272773742676,,
,0.000997474367472878,0.000997474367472878,13149,,,,,
3,,,13149,46.10085678100586,,2.5610342025756836,,
,0.0009973935967637943,0.0009973935967637943,13199,,,,,
3,,,13199,46.182884216308594,,2.4717812538146973,,
,0.0009973115581374896,0.0009973115581374896,13249,,,,,
3,,,13249,46.1940803527832,,2.566204071044922,,
,0.0009972282518030907,0.0009972282518030907,13299,,,,,
3,,,13299,46.217586517333984,,2.591839551925659,,
,0.0009971436779729554,0.0009971436779729554,13349,,,,,
3,,,13349,46.18309020996094,,2.5605785846710205,,
,0.000997057836862673,0.000997057836862673,13399,,,,,
3,,,13399,46.259037017822266,,2.6125833988189697,,
,0.0009969707286910632,0.0009969707286910632,13449,,,,,
3,,,13449,46.334659576416016,,2.522148609161377,,
,0.000996882353680175,0.000996882353680175,13499,,,,,
3,,,13499,46.32362747192383,,2.551658868789673,,
3,,,13547,,,,0.1821799874305725,0.3925800323486328
3,,,13547,,2.7094502449035645,,,
,0.0009967927120552872,0.0009967927120552872,13549,,,,,
4,,,13549,46.38359069824219,,2.5521340370178223,,
,0.0009967018040449073,0.0009967018040449073,13599,,,,,
4,,,13599,46.449039459228516,,2.55979061126709,,
,0.0009966096298807709,0.0009966096298807709,13649,,,,,
4,,,13649,46.442317962646484,,2.493974208831787,,
,0.0009965161897978417,0.0009965161897978417,13699,,,,,
4,,,13699,46.465763092041016,,2.5013935565948486,,
,0.0009964214840343093,0.0009964214840343093,13749,,,,,
4,,,13749,46.387451171875,,2.5342791080474854,,
,0.0009963255128315907,0.0009963255128315907,13799,,,,,
